Job Title,Company Name,Company Location,Posting Date,Job Types,Career Level,Years of Experience,Job Link,Job Requirements
Senior Software Engineer,dKilo,"Sheraton, Cairo, Egypt",1 month ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/8UwNqvJtTjTb-Senior-Software-Engineer-dKilo-Cairo-Egypt?o=108&l=sp&t=sj&a=python|search-v3|hpb,3+ years of relevant work experience | Knowledge of the Laravel framework and the Blade templating engine. | Hands on experience with programming languages like PHP and Python. | Proven work experience as a back-end developer
Mid-Level Developer / REST API / Microservices - UK Team - (Alexandria),Procrew,"San Stefano, Alexandria, Egypt",1 month ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/B9Noe87tQbXD-Mid-Level-Developer-REST-API-Microservices---UK-Team---Alexandria-Procrew-Alexandria-Egypt?o=109&l=sp&t=sj&a=python|search-v3|hpb,3 years+ demonstrable Python/Flask and MySQL experience. | Experience building microservices and REST API’s | Experience with event based microservice communication patterns | Docker | A working understanding of version control systems (e.g. Git). | Job Type: Full-time
ERPNext Developer,DIRAC SYSTEMS,"Heliopolis, Cairo, Egypt",1 month ago,['Full Time'],Experienced,3 - 10 Yrs of Exp,https://wuzzuf.net/jobs/p/1kR5rvxnlrBI-ERPNext-Developer-DIRAC-SYSTEMS-Cairo-Egypt?o=110&l=sp&t=sj&a=python|search-v3|hpb,"Deep experience  of Python, Javascript, | BSc. Degree in computer science or engineering. | Experience with previous projects of ERPNext which can be showcased in Interview. | Experience on Frappe framework. | Experience  of  Javascript, CSS, HTML and Jinja templates. | Familiarity with current ERPNext features and functionalities. | Quick and self learner."
Devops Engineer,Confidential,"New Cairo, Cairo, Egypt",1 month ago,['Full Time'],Experienced,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/khDzgCov60Yl-Devops-Engineer-Cairo-Egypt?o=111&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor’s degree in Software Engineering, Computer Science, or equivalent. | 5+ years of industry experience in cloud DevOps. | Proficient command of English. | Proficiency in writing scripts using Go, Python, Gradle, Groovy, or Bash. | Proficiency in Windows and Linux systems in AWS and Azure cloud services. | Proficiency in containerization with Docker and Kubernetes. | Proficiency in AWS cloud services. | Proficiency in Docker containers, and orchestration platforms. | Proficiency in source control tools such as GIT. Bitbucket experience is an asset. | Additional knowledge of asynchronous communication systems is an asset."
IoT Solutions Engineer,Interact Technology Solutions,"Maadi, Cairo, Egypt",1 month ago,['Full Time'],Experienced,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/FzYzuYrBDOSF-IoT-Solutions-Engineer-Interact-Technology-Solutions-Cairo-Egypt?o=112&l=sp&t=sj&a=python|search-v3|hpb,"5+ years of experience of the following | Software engineer, with strong skills in at least one programming language is mandatory, preferably Scala or Java or Python | Experience with Spark on Hadoop, EMR etc | Experience working with real time data processing using Kafka, Spark Streaming or similar technology | Experience with NoSQL Databases (Cassandra , Elasticsearch,…etc.  ). | Experience with distributed systems and design/implementation for reliability, availability, scalability and performance | Experience with IoT Enablement Applications & Platforms like (thingsBoard , thingswork , etc) is a huge plus. | IoT Wireless Communication Technologies (LoRA, Sigfox, NB-IoT) is a plus. | Creative and innovative approach to problem-solving | Prefer to Have: | Familiarity with containerized platform like Docker and Kubernetes | Experience working with Hive, Presto or other querying frameworks"
Machine Learning Engineer,Confidential,"New Cairo, Cairo, Egypt",1 month ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/MpWiYLQDRxev-Machine-Learning-Engineer-Cairo-Egypt?o=113&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor’s degree or above in Computer Science, Software Engineering, or equivalent from. | 3+ years experience in machine learning and/or data science. | Experience with machine learning and AI. | Advanced pattern recognition and predictive modeling experience. | Experience with programming languages (i.e., Java/Python) | Comfort working in a dynamic, research-oriented group with several ongoing concurrent projects | Familiarity with business intelligence tools (e.g., Tableau). | Strong mathematics skills (e.g., statistics, algebra). | Experience with big data technologies such as Hadoop and Spark. | Experience with common data science toolkits. | Working knowledge of statistics. | Familiarity with data management tools | Experience with statistical and quantitative analysis; i.e. regression and statistical tests. | Familiarity with machine learning (ML) workflows and deployment technologies such as MLFlow. | Familiarity with Python Scikit and Deep Learning libraries such as TensorFlow, Keras, Caffe, or Torch. | Experience with NLP and text processing libraries such as NLTK, spacy and CoreNLP. | Proficient command of English. | Ability to communicate complex data in a simple, actionable way. | Ability to visualize data in the most effective way possible for a given project or study | Detail-oriented: have an eye for detail. | Accept criticism and be able to work positively. | Be able to produce original ideas. | Collaboration and teamwork | Creative and analytical approach. | Quick decision making and naturally problem solver able to break down complex problems into smaller, less complex problems. | Understand the voice of the customer. | Master’s degree in statistics, applied math, or related discipline Professional certifications."
Data Quality Assurance Analyst Engineer,Z2 Data,"Banha, Qalubia, Egypt",10 days ago,['Full Time'],Entry Level,0 - 1 Yrs of Exp,https://wuzzuf.net/jobs/p/vDevjo7J5M1c-Data-Quality-Assurance-Analyst-Engineer-Z2-Data-Qalubia-Egypt?o=40&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's degree in Engineering, computer science, or equivalent in experience and evidence of exceptional ability | 0-1 year of experience in data analysis. | Proficiency in programming languages, including Structured Query Language (SQL), Microsoft Power Query, Microsoft Power BI, VBA, Python, Microsoft PowerPoint | In-depth knowledge of statistical methods and tests. | Extensive experience with statistical packages, such as MS Excel, Python. | Exceptional analytical skills. | Advanced problem-solving skills. | Knowledge of best practices in data analysis. | Excellent interpersonal and communication skills."
Full Stack Web Developer,Confidential,"New Cairo, Cairo, Egypt",1 month ago,['Full Time'],Experienced,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/x5FzsloYojed-Full-Stack-Web-Developer-Cairo-Egypt?o=115&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor’s degree in Software Engineering, Computer Science, or equivalent. | 5+ years of industry experience as a full stack developer. | Proficient command of English. | Proficiency in HTML, CSS, and SASS. | Proficiency in JavaScript frameworks such as React, Angular, Vue, and jQuery. | Proficiency in Java, Go, or Rust. | Proficiency in both SQL and NoSQL databases. | Proficiency in implementing, configuring, and developing web services. | Proficiency in NodeJS. | Proficiency in microservice frameworks. | Proficiency in git. | Experience with software tracking tools such as Jira. | Experience with cloud platforms such as AWS, Azure, or Google Cloud. | Experience in developing large-scale and multi-tier solutions that are capable of handling massive amounts of transactions received from thousands of clients per second. | Proficiency in AWS cloud services. | Proficiency in Docker containers, and orchestration platforms. | Proficiency in Windows and Linux systems in AWS and/or Azure cloud services. | Familiarity with writing scripts using Java, Go, Python, Gradle, Groovy, and Bash. | Familiarity with containerization with Docker and Kubernetes. | Additional knowledge of asynchronous communication systems is an asset."
DevOps Engineer,Confidential,"Cairo, Egypt",1 month ago,['Full Time'],Experienced,2 - 9 Yrs of Exp,https://wuzzuf.net/jobs/p/R25kqJhIDXTV-DevOps-Engineer-Cairo-Egypt?o=116&l=sp&t=sj&a=python|search-v3|hpb,"BSc in Computer Science, Engineering or relevant field. | Understanding the DevOps tools & technologies. | Experience as a DevOps Engineer or similar software engineering role. | Knowledge of Scripting languages. | Proficient with git and git workflows. | Good knowledge of Ruby / Python /Java. | Working knowledge of databases and SQL. | Problem-solving attitude. | Collaborative team spirit."
Mid-Senior Level Front-End Software Developer (Remote),skora tech,"Cairo, Egypt",1 month ago,"['Full Time', 'Work From Home']",Experienced,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/nJdH5LxZg7zh-Mid-Senior-Level-Front-End-Software-Developer-Remote-skora-tech-Cairo-Egypt?o=117&l=sp&t=sj&a=python|search-v3|hpb,"ReactJs | Javascript | Html,Css | Redux, Mobx | ReactNative (additional) | Android studio, Xcode | Plus: AI & data-driven technical know-how with python, data science, machine learning, deep learning, datasets and data visualization etc."
Management Trainee -Supply Chain,Landmark Group,"New Cairo, Cairo, Egypt",21 days ago,['Full Time'],Entry Level,0 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/t7SI3G5KLIvg-Management-Trainee--Supply-Chain-Landmark-Group-Cairo-Egypt?o=161&l=sp&t=sj&a=python|search-v3|hpb,"Full time post-graduate / MBA / Engineering passing batch 21-22 (0-2 years experience preferred) | Joining will be in Egypt and travel will be required | Excellent problem-solving skills, strong communication, and teamwork skills | Ability to think logically and creatively | Strong decision-making skills and ability to thrive under pressure | MUST: Ms- office, preferred : R, Python & SAS"
DevOps Engineer,Beshara,"Nasr City, Cairo, Egypt",1 month ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/f88xe4lns33z-DevOps-Engineer-Beshara-Cairo-Egypt?o=119&l=sp&t=sj&a=python|search-v3|hpb,"3+ years’ experience in Software development. | Bachelor degree in computer science or information technology or computer engineering or equivalent | Experience in Jenkins and Gitlab | Agile/Scrum experience. | Experience in Product/project management | Problem-solving and troubleshooting skills | Experience developing software applications and a good knowledge of scripting languages such as Java, JavaScript, Perl, Ruby, Python, PHP, Groovy, Bash, and so on. | Have good experience in Continuous integration tools like Jenkins, Buildbot, and Buddy | Have good experience with managing deployments and integrations using configuration management tools such as Git, Jira, GitLab, or Jenkins | Ability to focus on processes and procedures"
Odoo Developer,Confidential,"Nasr City, Cairo, Egypt",1 month ago,['Full Time'],Experienced,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/hCtKqkycqnZ0-Odoo-Developer-Cairo-Egypt?o=120&l=sp&t=sj&a=python|search-v3|hpb,"2 - 5 years of experience as odoo developer. | Excellent programming logic and skills. | Python, PostgreSQL, XML, HTML, CSS, JQuery and JavaScript. | Excellent knowledge of relational database, SQL and ORM. | Very Good knowledge of Linux Debian and Ubuntu. | Fast solo learner. | Well organized and detail oriented."
Computer Vision Engineer,Confidential,"Cairo, Egypt",1 month ago,"['Full Time', 'Part Time', 'Work From Home']",Entry Level,1+ Yrs of Exp,https://wuzzuf.net/jobs/p/YP0Oby185A1t-Computer-Vision-Engineer-Cairo-Egypt?o=118&l=sp&t=sj&a=python|search-v3|hpb,"Excellent knowledge and good practical skills in ML based perception algorithms | Skilled in deep learning for image / video understanding, object detection, semantic segmentation, etc. | Excellent software design, problem solving and debugging skills. | Proficiency in Python and another language (C/C++, Java, etc) | Experience with relevant deep learning software packages (PyTorch, Keras, Tensorflow, etc) | Experience with OOP, OpenCV, and Linux Shell scripting. | Able to develop and implement high-quality computer vision algorithms. | Strong interpersonal skills; able to work independently as well as in a team. | Experience with 3D Computer Vision algorithms | Experience with NLP | Experience with Docker | Experience with AWS, Azure, or Google Cloud | The role will be completely remote, and can be on a part-time or full time basis."
DevOps Engineer,Coral Technology,"Nasr City, Cairo, Egypt",1 month ago,['Full Time'],Experienced,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/I6KuAyiaMYkM-DevOps-Engineer-Coral-Technology-Cairo-Egypt?o=122&l=sp&t=sj&a=python|search-v3|hpb,"B.Sc. in Computer Science or equivalent. | 3-5 related practical years of experience | Solid understanding of Software Engineering and Computer Science principles. | System and network security basic concepts. | Hands-on experience with databases. | knowledge in managing/dealing with Linux based systems. | Knowledge with CI/CD tools such as Jenkins CD and DevOps pipeline automation tools, such as Jenkins, Git, or Bitbucket. | Knowledge in at least one scripting language is must. | Knowledge of at least one programming language (ex: java, python, node, etc.) | Understanding of internet security and data privacy best practices in highly-regulated industries is big plus. | Experience with cloud environments such as GCP or AWS is must. | Analytical mind with the capability to design, understand designs and troubleshoot logical architectures and processes. | Sense of ownership and pride in your performance and its impact on company’s success | Comfort with exploring and researching new ideas and technologies is a must."
Senior Front End Developer - React,Trufla,"Heliopolis, Cairo, Egypt",1 month ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/rgivbz01Maq6-Senior-Front-End-Developer---React-Trufla-Cairo-Egypt?o=123&l=sp&t=sj&a=python|search-v3|hpb,"Have 3+ years of front-end development experience in a team environment | Know how to write code that performs at scale | Experience in developing a user friendly and appealing applications | Experience with modern front-end libraries/ frameworks (Angular, React, Bootstrap, etc.) | Experience integrating with REST APIs including third parties Facebook, Twitter, Google, etc. | Strong knowledge of code version control (Git, TFS) | Good knowledge of CI/CD | Deep understanding of design patterns to creatively solve problems while preserving standards and using conventions | Knowledgeable and experienced with Object-Oriented and Service-Oriented Architecture, application architecture definition, applications design, business requirements gathering, requirements analysis | Familiarity with agile development methodologies"
Software Business Analyst - KSA,Confidential,"Alexandria, Egypt",1 month ago,"['Full Time', 'Freelance / Project']",Experienced,3 - 10 Yrs of Exp,https://wuzzuf.net/jobs/p/Hw8kfRBHDRBR-Software-Business-Analyst---KSA-Alexandria-Egypt?o=124&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor degree in MIS, computer science or any relevant degree | Willing to constantly travel for training duties abroad within the gulf area | Experience in data models and reporting packages | Exceptional Microsoft Excel skills | Knowledge of SQL and Python\ statistical programming | Ability to write comprehensive reports and analyze large data sets | Has strong analytics skills and attention to detail | Strong communication and presentation skills | Experience in business intelligence"
NodeJS Backend Developer,Rytalo,"Obour City, Cairo, Egypt",1 month ago,"['Full Time', 'Work From Home']",Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/tLRZxOYmdFOQ-NodeJS-Backend-Developer-Rytalo-Cairo-Egypt?o=125&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor of Computer Science or Engineering. | Min 3 years’ experience in developing backend systems with NodeJS | Experience with NodeJS and typescript. | Excellent command of work with MYSQL and MongoDB. | Good knowledge of Microservices architectures. | Good knowledge on webservices (REST). | Knowledge of working with Agile Software Development, Scrum Framework and Jira | Experience with code source control using GIT. | Experience with NestJS | Experience with Python | Good knowledge of Kafka, Elastic Search | Good knowledge on NoSQL (REDIS) | Familiar with front end development VueJS | Eager to learn new innovative technologies and grow in startup environments | Excellent Communication and comfortable with working in a remote environments. | Attention to details. | Work under pressure and flexible time."
