Job Title,Company Name,Company Location,Posting Date,Job Types,Career Level,Years of Experience,Job Link,Job Requirements
Computer Science Teacher,iSchool,"New Cairo, Cairo, Egypt",2 months ago,"['Full Time', 'Work From Home']",Entry Level,0 - 10 Yrs of Exp,https://wuzzuf.net/jobs/p/9OT3zg02C2Ql-Computer-Science-Teacher-iSchool-Cairo-Egypt?o=131&l=sp&t=sj&a=python|search-v3|hpb,"Must Have Computer Science Degree Or Relevant Degree | Has a Very Good knowledge with the basics of computer science, and development in one or all the following fields (Game development - mobile applications development – web development). | Experience with scratch educational software. | Programming Experience with python programming language. | Experience in working with educational Game engines such as ( Godot, Buildbox, kodu, .. etc). | Experience in working with c# and unity game engine. | Experience with WordPress. | familiar with flutter and dart developer. | Familiar with the basics of robotics technology concepts. | Experienced with montessori and Froebel educational methods. | Experience in working as a robotics instructor with LEGO or Arduino tools. | Experience in working as a developer with AI, VR and AR technologies. | Experience with the basics of photoshop and illustrator softwares."
Odoo Specialist - Cairo,Collars HR,"New Cairo, Cairo, Egypt",13 days ago,['Full Time'],Entry Level,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/fsmnujLF6PQI-Odoo-Specialist---Cairo-Collars-HR-Cairo-Egypt?o=41&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's degree required - Computer Science or Engineering preferred | Creative thinker and strategic problem solver | Familiarity with database concepts/scripting | Ability to communicate technical concepts clearly and effectively, both written and verbally | Demonstrate an affinity for SAAS products that handle CRM, Accounting, Inventory, Sales, and other software verticals | 1-3 years of professional experience | Business experience at an ERP | Experience/knowledge with SaaS/PaaS/Cloud-based applications | Sociable and outgoing | Willing to learn constantly and work proactively | Prior experience at a fast-growing startup | Knowledge of coding/scripting (Bash, Python, JavaScript, etc...)"
Computer Science Instructor,iSchool,"New Cairo, Cairo, Egypt",2 months ago,"['Full Time', 'Work From Home']",Entry Level,0 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/VFyshoyVBe0S-Computer-Science-Instructor-iSchool-Cairo-Egypt?o=132&l=sp&t=sj&a=python|search-v3|hpb,"Must Have Computer Science Degree Or Relevant Degree | Has a Very Good knowledge with the basics of computer science, and development in one or all the following fields (Game development - mobile applications development – web development). | Experience with scratch educational software. | Programming Experience with python programming language. | Experience in working with educational Game engines such as ( Godot, Buildbox, kodu, .. etc). | Experience in working with c# and unity game engine. | Experience with WordPress. | familiar with flutter and dart developer. | Familiar with the basics of robotics technology concepts. | Experienced with montessori and Froebel educational methods. | Experience in working as a robotics instructor with LEGO or Arduino tools. | Experience in working as a developer with AI, VR and AR technologies. | Experience with the basics of photoshop and illustrator softwares."
Odoo Developer,Confidential,"Heliopolis, Cairo, Egypt",2 months ago,['Full Time'],Experienced,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/AROPLV3pkzSN-Odoo-Developer-Cairo-Egypt?o=134&l=sp&t=sj&a=python|search-v3|hpb,"Strong expertise in Python and Odoo | Good background in developing scalable, high-quality Odoo applications. | 3:5 years of of Odoo development experience | Object-oriented programming, object modeling, and relational database | Expertise in PostgreSQL database. | Expertise in HTML, XML, JavaScript, and JQuery. | Solid expertise with GIT or equivalent source control system. | Expertise in Odoo integrations with other cloud systems. | Good knowledge of business processes. | Good understanding of accessibility and security compliance. | Technical and Functional knowledge of Odoo modules and features. | Strong debugging and troubleshooting skills. | Experience in setup Odoo servers & databases. | Experience in data migration in Odoo."
Senior Backend Developer,Digified,"Maadi, Cairo, Egypt",2 months ago,['Full Time'],Experienced,4 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/KpZSdA2oQips-Senior-Backend-Developer-Digified-Cairo-Egypt?o=135&l=sp&t=sj&a=python|search-v3|hpb,"BS degree in computer science, software engineering | Ability to program confidently in a web language “Open Source Technologies” ( PHP, MYSQL, Python), preferably python | Developed with at least one CMS framework or web application framework, preferable django | Exposure to front-end technologies and languages which power the web such as HTML, CSS, and JavaScript. Experience with JS frameworks such as Vue is a plus. | Either understanding or willingness to understand back-end for machine learning. Not MLops (although that’s a plus), but maintenance, and support for an ML-based framework. | Experience with Git or another version control system. | Ability to to follow deployment processes, and further develop it. | Hands on docker and kubernetes."
Back-End Developer,Smart Medical Services,"Dokki, Giza, Egypt",16 days ago,['Full Time'],Entry Level,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/y89W48faTsp9-Back-End-Developer-Smart-Medical-Services-Giza-Egypt?o=158&l=sp&t=sj&a=python|search-v3|hpb,"Have a excellent knowledge from 1 to 3 years in development using Django framework | Have a good knowledge in MySQL , redis | Have a good knowledge in cloud services like Amazon ec2 , rds. , etc. | Knowledge of front end  languages like angular. | Good understanding of REST APIs"
Data Engineer,Ashtar.app,"Maadi, Cairo, Egypt",2 months ago,['Full Time'],Experienced,3 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/1HJTFikyve6F-Data-Engineer-Ashtar-app-Cairo-Egypt?o=137&l=sp&t=sj&a=python|search-v3|hpb,"B.Sc. in Information system or related fields | Strong database/DBA/Architect background | Strong data analysis expertise | Knowledge of scripting language | Knowledge of programming languages like SQL, Python, R, and Scala | Extensive expertise in ETL and BI tools and building cubes. | Familiarity with business intelligence tools (e.g., Power BI and Tableau) | Strong mathematics skills (e.g., statistics, algebra) | Experience with big data technologies such as Firestore, Hadoop and Spark | Advanced ability to perform exploratory data analysis. | Experience with common data science toolkits | Exceptional technical writing skills and ability to communicate complex data in a simple, actionable way. | Analytical and problem-solving skills | Experience with machine learning and AI | Strong leadership skills within the project team and in the business community | Familiarity with data management tools | Ability to work independently and with team members from different backgrounds. | Excellent attention to detail"
Test Automation Engineer,AFKAR Technology,"Smart Village, Giza, Egypt",2 months ago,['Full Time'],Experienced,5 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/Gcn79PJIQEyl-Test-Automation-Engineer-AFKAR-Technology-Giza-Egypt?o=138&l=sp&t=sj&a=python|search-v3|hpb,"From 5 to 7 years of experience. | Proficiency of at least one of these programming languages [ C# -Java –JS -Python ] | Analytical thinking, Design patterns, and algorithms. | Experience with API and Unit testing"
Machine Learning Engineer,Digified,"Maadi, Cairo, Egypt",2 months ago,['Full Time'],Experienced,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/eIGXspc9U1ns-Machine-Learning-Engineer-Digified-Cairo-Egypt?o=139&l=sp&t=sj&a=python|search-v3|hpb,"2 - 4 years of experience | Experience in Git & similar tools | Experience in Python and/or C++ | OpenCV or similar libraries experience (PIL, Skimage) | Experience working with deep learning frameworks like PyTorch or TF/Keras (TF2Experience is preferred) | Experience using deep learning techniques (CNN, RNN, LSTM) and computer visiontasks (object detection and tracking, classification, action recognition)\\\ | Experience in OpenCL & CUDA | Deep Learning Experience in C++ | Docker & E2E applications | Deploying DL models | NLP Experience, Arabic NLP is a huge plus | DSP Experience, Digital Filters Experience is a huge plus | Experience with Functional Programming | Experience in OCR is a plus"
DevOps Engineer,Beyond Solution,"Maadi, Cairo, Egypt",2 months ago,['Full Time'],Experienced,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/aLt3DoiXen5U-DevOps-Engineer-Beyond-Solution-Cairo-Egypt?o=140&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor degree of Computer Science or any related discipline. | 2+ years of Technical Hands-on in DevOps. | CI/CD and infrastructure management and automation on AWS using open-source and cost-effective technologies as appropriate. | Profound knowledge in Scripting: Python / Bash. | Knowledge in using Linux systems. | System and network security basic concepts. | Container-orchestration: Kubernetes is a plus. | Knowledge of API, REST, and HTTP concepts is a big plus. | CI / CD: Bitbucket / AWS / SonarQube / Docker /XRay/Jira. | You will have space to learn and apply your learning findings. | We are looking for someone who is passionate, self driven and tech savvy."
Odoo Developer,Peerless,"Mohandessin, Giza, Egypt",17 days ago,['Full Time'],Entry Level,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/efE9GPfTPHd7-Odoo-Developer-Peerless-Giza-Egypt?o=50&l=sp&t=sj&a=python|search-v3|hpb,"Must have Python & JavaScript experience as well as a solid understanding of Object Oriented Design and Programming. | Experience in Developing new Odoo Modules and extension of Odoo framework and its existing modules. | Should have working knowledge of API's in ODOO. | Experience in writing Modules for Odoo Web site . | Experienced in HTML, XML, and JQuery. | Experienced in JavaScript & POS Module. | Experienced in PostgreSQL database. | Experienced in Webkit, RML Report, OpenOffice Reports and Pentaho Report (preferred). | Experienced in using Eclipse or Pycharm IDEs. | Experienced with GITLAB or equivalent source control"
System Administrator (Linux) - Alexandria,Softxpert Incorporation ,"Alexandria, Egypt",2 months ago,['Full Time'],Experienced,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/NwkBDJbSOa5T-System-Administrator-Linux---Alexandria-Softxpert-Incorporation-Alexandria-Egypt?o=142&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's degree in computer science/communication engineering or any other related field. (Preferred an ITI - System Administration Track graduate.) | 2-4 Years system administration/ engineering experience | Strong scripting skills (i.e. Bash, Python). | Strong understanding of version control systems (SVN and Git). | Strong understanding of virtualization and containerization. | Strong understanding of RDBMS (i.e. MySQL, MariaDB). | Strong understanding of CI pipelines. | Strong understanding of System security. | Good understanding of Networking. | Good knowledge of cloud platforms (AWS, GCP, etc.). | Familiar with PHP, Node and Ruby stacks. | Proficiency in business correspondence. | Solid experience with working in an environment where products have to be delivered to specific time scales. | Strong multi-tasking skills and analysis skills. | Excellent communication skills | Proficiency in English language, written and spoken. | Problem-solving attitude"
Linux Engineer,ExaServe LLC,"Nasr City, Cairo, Egypt",2 months ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/KImaB0d290Z7-Linux-Engineer-ExaServe-LLC-Cairo-Egypt?o=143&l=sp&t=sj&a=python|search-v3|hpb,"+3 years of experience_in the IT and Cloud services and models (Public/Private/Hybrid). | Deep technical skills and significant experience of administering various OS distro of Linux/Windows | Experience with virtualization technologies | Experience with Bash scripting language and (Perl or Python) | Good Knowledge of Storage technology in regards to data integrity, and IO performance | Experience with performance tuning and diagnosing system bottlenecks through root cause analysis | Solid knowledge about Backup and Disaster Recovery policies and best practices. | Experienced with the DevOps philosophy, practices, and tools. | Experienced with configuration management and automation tools Ansible, Puppet, Chef | Experienced with the orchestration of Docker containers running on Kubernetes | Migrate workload/services data from/to the cloud. | Solid understanding of storage and networking concepts: VNets and VPN, High availability, Load Balancing, Fault tolerance. | Certified in RHCE is a must RHCE | AWS  Solutions Architect or SysOps Administrator or  DevOps Engineer are preferable"
Business Analysis Supervisor,Ibn Sina Pharma,"New Cairo, Cairo, Egypt",2 months ago,['Full Time'],Manager,5 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/zmAd2T30u1sr-Business-Analysis-Supervisor-Ibn-Sina-Pharma-Cairo-Egypt?o=144&l=sp&t=sj&a=python|search-v3|hpb,"From 5-7 Years of experience in Data Analysis field | Bachelor’s degree in field, Computer science, business administration, finance or Statistics is preferable. | Good command of English language. | Good follow up and accuracy skills. | Certified BI analyst or equivalent is preferable. | Very good Communication skills. | Solid hands-on experience in analyzing mass data including financial and business data. | Knowledge of BI data analytics or equivalent systems | Ability to work with stakeholders to assess potential risks. | Ability to analyze existing tools and databases and provide software solution recommendations. | Ability to translate business requirements into non-technical, lay terms. | High-level experience in methodologies and processes for managing large scale databases. | Demonstrated experience in handling large data sets and relational databases. | Experience with reporting packages and dashboards (Power BI, Tableau etc..). | Developing data cleansing rules for the company"
DevOps Engineer,Confidential,"Cairo, Egypt",2 months ago,"['Full Time', 'Work From Home']",Experienced,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/NfwodYCo5nZC-DevOps-Engineer-Cairo-Egypt?o=145&l=sp&t=sj&a=python|search-v3|hpb,"Experience managing CI/CD systems, automation (Jenkins/Azure DevOps) and scaling distributed systems in a public, private, or hybrid cloud environment. | Good Linux/Unix administration skills. | Familiarity with microservices architecture and container orchestration | Technical expertise on source code versioning, integration, deployment, configuration management (Ansible) and IaC provisioning/orchestration tools (Terraform) | Familiarity with microservices architecture and container orchestration with Nomad or Kubernetes. • Scripting experience is essential, with proven ability to pick up diverse tools and languages (e.g. PowerShell, Ruby, Python) | Intermediate or upper English skills. | 100% Remote Work | Competitive salary and growth perspectives"
Senior Software Developer,GET Group- Egypt,"Sheraton, Cairo, Egypt",2 months ago,['Full Time'],Experienced,4 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/isapAqBIAwwl-Senior-Software-Developer-GET-Group--Egypt-Cairo-Egypt?o=146&l=sp&t=sj&a=python|search-v3|hpb,"Experience: 4 to 7 Years in the same role | Graduated from Computer Science, Or Computer Engineering | Experience with ASP.NET MVC ,Restful Web API, ASP.NET Core | Experience with C#, ASP.NET, LINQ and MVC framework | Experience with and OOP design patterns | Experience with HTML5/CSS/ JavaScrip (jquery, Angular JS, bootstrap, etc.) | Experience with SQL DB Scripting | Experience in developing progressive web applications is highly preferred | Some experience with Hardware Integration is preferred."
Software Support Engineer,Trufla,"Heliopolis, Cairo, Egypt",2 months ago,['Full Time'],Experienced,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/LMBvlEWgc2a0-Software-Support-Engineer-Trufla-Cairo-Egypt?o=147&l=sp&t=sj&a=python|search-v3|hpb,"2+ years’ experience in similar role, preferably within a marketing agency, technology/software company or professional services firm | Willing to shift regular work schedule to support clients in various time zones | Proven track record managing client and internal relationships | Strong communication skills in English in both written and spoken is required | Git Version Control | Javascript | PHP | MySQL | Web Servers (Apache2 & Nginx) | Linux Operating System | Shell scripting | JIRA (especially Jira Service Desk/Manager) | HTML/CSS | AWS Cloud Services | Apple Developer Program | Google Play | Docker Containers | CI/CD (preferably Gitlab) | Python | NodeJS | Angular | Critical thinker with strong attention to details | Client centric thinking to ensure that our clients are always our top priority | Outstanding interpersonal and business communications skills, both verbal and written | Flexible and adaptable with proven problem-solving ability | High degree of professionalism and integrity | Exceptional organization and time management skills | Works well within a team and independently and able to adjust to tight and changing deadlines | Be curious and aware of new industry trends and tools that can be leveraged by Trufla and share thoughts with the team | Open to receiving constructive feedback and willingness to learn"
Sr. Data Scientist - NLP / Video analytics,Confidential,"Cairo, Egypt",2 months ago,['Full Time'],Experienced,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/LctVzPWf7zoH-Sr-Data-Scientist---NLP-Video-analytics-Cairo-Egypt?o=148&l=sp&t=sj&a=python|search-v3|hpb,"BSc in computer science, mathematics or related field | 2 years + of applying machine learning to solve real problems in the industry or academia | Looking for young and bright talents that can learn quickly new technology and grow with the company. | Strong coding experience in Phyton | Highly motivated  with a strong desire to learn | Experience with using analytics and reporting tools and languages especially Python, Tableau, Power BL, SQL, NoSQL and JavaScript | Knowledge and experience in Data tools and models | Excellent problem solving and analytical skills | Business understanding | Good command of written and spoken English"
Django Web Developer,Confidential,"Sydney, Australia",2 months ago,"['Full Time', 'Work From Home']",Experienced,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/gp26agMajhNH-Django-Web-Developer-Sydney-Australia?o=149&l=sp&t=sj&a=python|search-v3|hpb,"2-4yrs+ Django development | HTML/CSS knowledge and a high level of JS experience | Good experience with React would be excellent | DevOps, understanding of setting up projects from scratch, including deployment and CI/CD | Experience with Django and relational databases (the project uses Postgres but any other relational DB work will be useful). | Experience with jQuery. (our modern projects do not use JQuery, but we have a lot of legacy projects still using it that need to be supported). | Familiarity with task queueing (the project uses Redis with python celery) for asynchronous processing. | Familiarity with Nginx and general sysadmin tasks on EC2 instances. | All communication will be English-only  (written/typed). You must be able to read and understand English to a high level for this job, as this is our first and only language, and we will use it for all communication (Slack, Email, etc). | You must have your own hardware/software and follow best-practice security procedures for all files and access on your machine. | Must be able to work independently and also as part of a team. For some projects, you will be the sole developer, and for others, you will be working as a team.  But always you can ask questions and get advice from the rest of the team (usually our developers ask questions and share advice on our Slack channels). | The role is for 38-40 hours per week, however, you can work these hours when it is most convenient for you. We do not have set working hours during the day. | We have staff all over the world, but the Australian team is usually online from 4 AM-6 PM (+10/11 timezone)."
Lead Software Engineer (Typescript/Node) (REMOTE),Aurora Tech N.V.,"Cairo, Egypt",2 months ago,"['Full Time', 'Work From Home']",Manager,2 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/kenAY2zYaVOT-Lead-Software-Engineer-TypescriptNode-REMOTE-Aurora-Tech-N-V-Cairo-Egypt?o=150&l=sp&t=sj&a=python|search-v3|hpb,"Experience implementing object-oriented design patterns | Experience utilizing TypeScript for node.js back-ends that interact with TypeScript (JavaScript) | Hands-on experience working with relational database design using MySQL | Strong DevOps focus and experience building and deploying infrastructure | Experience with test-driven development and automated testing frameworks | Experience with Scrum/Agile development methodologies | Capable of delivering on multiple competing priorities with little supervision | Excellent verbal and written communication skills | Experience with modern programming languages like Java, Python, etc | Experience with building APIs and services using REST, SOAP, etc."
Senior iOS Developer,Ibtikar,"Cairo, Egypt",2 months ago,"['Full Time', 'Work From Home']",Experienced,2 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/A9uXvHAIJab0-Senior-iOS-Developer-Ibtikar-Cairo-Egypt?o=151&l=sp&t=sj&a=python|search-v3|hpb,"Unit-testing code for robustness, including edge cases, usability, and general reliability. | Familiarity with the use of additional sensors, such as gyroscopes and accelerometers. | An Ability to benchmarking and optimization. | Knowledge of All Other Apple Platforms and Frameworks (iOS, macOS, tvOS, watchOS, UIKit, AppKit, CoreData, CoreGrapich, ARKit, MLKit, and others SKD). | Android Development | Cross platform / Hyper application with one SDK at least and Familiar with others (React, Flutter, Xamrin, etc). | One Scripting Language (Python or Ruby). | Backend Development with at minimum one Framework"
Data Scientist,Ibn Sina Pharma,"Cairo, Egypt",2 days ago,['Full Time'],Entry Level,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/btkZz0hlJ9SH-Data-Scientist-Ibn-Sina-Pharma-Cairo-Egypt?o=30&l=sp&t=sj&a=python|search-v3|hpb,"1-3 Years in data analysis field | Experience working in linux environment. | High level experience of Python, SQL. | Experience in Java or Scala is a plus | Experienced in ETL Tools (Apache Spark,Hadoop). | Experience in Data Warehousing. | Excellent understanding of machine learning (ML) and Deep Learning (DL) models techniques and algorithms | Good understanding of databases and schemas. | Good applied statistics skills and data Visualization | Demonstrated experience in handling large data sets and relational databases. | Communication follow up and accuracy skills. | Problem Solving Skills. | Good command of English language."
Data Scientist / Machine Learning Engineer,Lun Development,"Nasr City, Cairo, Egypt",2 months ago,['Full Time'],Experienced,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/zqkSUHAw72qG-Data-Scientist-Machine-Learning-Engineer-Lun-Development-Cairo-Egypt?o=153&l=sp&t=sj&a=python|search-v3|hpb,"BSc in computer science, engineering, mathematics, or relevant field | 2+ years of applying machine learning to solve real-world problems in industry or academia | Experience with Deep Learning frameworks such as Tensorflow or Pytorch | Strong coding experience in Python | Highly motivated with a strong desire to learn | Excellent problem-solving skills | Strong knowledge and experience of using analytics and reporting tools and languages especially Python, Tableau, Power BI, SQL. NoSQL, JavaScript. | Knowledge and experience of Data tools and models | Business understanding | SAS, R | Knowledge and experience of Data tools and models | Knowledge of our industry and markets"
Security Testing Engineer,Ejada (Cairo),"Cairo, Egypt",2 months ago,['Full Time'],Experienced,5 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/qaE1P7NnCx6a-Security-Testing-Engineer-Ejada-Cairo-Cairo-Egypt?o=154&l=sp&t=sj&a=python|search-v3|hpb,"Operating Systems: Kali Linux , ubuntu , Windows | Source Code Analysis: MF Fortify (SCA), Checkmarx, Coverty, Raxis, RIPS, xssaminer, veracode, reshift . | Exploiting Tool: Burp Suite, OWASP ZAP | Network Scanners: Qualys Guard, Nessus, Nmap | IP Packet Analysis: Wireshark, Ettercap, TCP Dump | Web Application Vulnerability: Wpscan, Joomscan, Drupscan, Nessus, Nıkto, Netsparker, SQLMap, & QualysGuard | Network Mapping Tools: NMAP, Netcat | Web Penetration Testing Frameworks: Metasploit, Xenotix XSS exploit Framework | Mobile Penetration Testing Frameworks: MSF (Mobile Security Framework), Appie | Malware Analysis: Regshot, Process Explorer, Process Monitor, Hex Editor | Forensics: Deft OS | Scripting Languages: Basic level of PHP, Python, Bash Script"
Odoo Developer,Egyptian Cultural Center,"Nasr City, Cairo, Egypt",2 months ago,['Full Time'],Experienced,2 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/4VAV0jbNoBc5-Odoo-Developer-Egyptian-Cultural-Center-Cairo-Egypt?o=155&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor degree preferably in Computer Science, Information Systems, or Engineering, but any other field is welcomed, especially if supported with good experience. | Intermediate Python Developer. | 2-3 years of experience in Odoo is a MUST. | Good knowledge of relational database concepts, SQL and ORM. | Experience in PostgreSQL database | Excellent knowledge of web development (HTML, CSS, JavaScript, JQuery). | Good knowledge of APIs in ODOO. | Good knowledge of writing Modules for the Odoo Website. | Solid expertise with GIT."
Ruby on Rails Developer,nformacy,"Cairo, Egypt",2 months ago,"['Full Time', 'Work From Home']",Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/FX5bmEVG5DPP-Ruby-on-Rails-Developer-nformacy-Cairo-Egypt?o=156&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's degree in Computer Science (or related field). | 3+ years of relevant work experience. | Experience in Backend development such as (Ruby on Rails). | Experience in Frontend Development (React). | Expertise in Object Oriented Design, Database Design, and XML Schema. | Ability to organize and prioritize work based on the Business value. | 100% remote work. | Vacation & holidays. | Hardware setup for you to work from home. | Excellent compensation. | Extensive opportunities for growth and professional development thanks to our mentoring system."
Software Testing Team Leader,360Imaging,"Dokki, Giza, Egypt",2 months ago,"['Full Time', 'Work From Home']",Manager,7+ Yrs of Exp,https://wuzzuf.net/jobs/p/pCk2RnNk17sP-Software-Testing-Team-Leader-360Imaging-Giza-Egypt?o=157&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's degree in Computer Science or a related discipline. | Minimum 7 years of experience with at least 3 years proven experience as a team leader or supervisor. | Good command of English | Experience in leading a team, assigning tasks, establishing plans, and meeting deadlines | Strong understanding of software development lifecycle, agile processes and best practices | Advanced knowledge of software testing theories and practices. | Familiarity with various defect management systems | Develop QA Processes and procedures | Excellent knowledge in testing skills (Design test plan and test strategy, Writing test cases, Executing test cases, Opening bugs, Verifying bugs) | Experience on Web (Frontend /Backend), APIs, and Desktop testing | Strong understanding of (Component, Unit, Integration, Functional and End to End) testing. | Experience with all aspects of software testing: unit, functional, integration, end to end, user interface, smoke, performance, and basic security testing. | Experience with using tools and systems like Jira, Github. Testrail. AWS  Amplify ( Is preferred ) | Knowledge about DevOps Principles & Practices ( Is a plus) | Has experience with CI frameworks like (Jenkins - Travis - GitLab CI - etc...). ( Is preferred ) | Has experience with one of the following: E2E web test automation frameworks like [selenium -testCafe - Cypress - Robot - Katalon ...etc]. ( Is preferred ) | Solid knowledge of python, and front-end languages (HTML - CSS - Javascript).  (Is a plus) | Sense of ownership and pride in your performance and its impact on the company’s success. | Ability to motivate teams and act as a liaison between testing and development teams | Ability to ensure that solutions developed by technical teams fit the business needs | Ability to define and prioritize short-term and long-term objectives for the teams and make necessary corrections under changing circumstances. | Excellent written and verbal communication skills with the ability to present complex technical information."
Web Developer,Solutions,"Dokki, Giza, Egypt",2 months ago,['Full Time'],Experienced,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/eTE9FEQFU6bg-Web-Developer-Solutions-Giza-Egypt?o=186&l=sp&t=sj&a=python|search-v3|hpb,
IP Core Operation Engineer,Silicon21,"Nasr City, Cairo, Egypt",2 months ago,['Full Time'],Experienced,2 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/qp2yMkl7zzpP-IP-Core-Operation-Engineer-Silicon21-Cairo-Egypt?o=189&l=sp&t=sj&a=python|search-v3|hpb,Education : Bachelor degree of communication engineering | 2-3 years experience in the same field | Problem solver | Analytical thinking
Team Lead Data Scientist,Fawry Banking & Payment Technology Services,"Smart Village, Giza, Egypt",2 months ago,['Full Time'],Manager,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/XIRK0HBcXhXC-Team-Lead-Data-Scientist-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=206&l=sp&t=sj&a=python|search-v3|hpb,"Minimum 5 years of proven experience as a Data Scientist. | Deep knowledge of math, probability, statistics and algorithms. | Experience of working on Machine learning projects using R / Python.Familiarity with Scala, Java or C++ is an asset | Familiar with Linux environment. | Excellent communication skills. | Deep knowledge of machine learning methods and applications. | Familiarity with machine learning frameworks (Spark Mlib, R ML packages, Pandas , Tensorflow or PyTorch) | Understanding of BIG data technology basics with special interest in machine learning implementation in BIG data is a plus. | Strong database/SQL skills, and able to work with huge data sets from Hadoop. | BSc in Computer Science, Computer Engineering or similar field; Master’s degree is a plus."
Sr. Information Security Engineer - DevSecOps,EastNets,"Cairo, Egypt",2 months ago,"['Full Time', 'Work From Home']",Experienced,4+ Yrs of Exp,https://wuzzuf.net/jobs/p/Vd4i0r8JvEtT-Sr-Information-Security-Engineer---DevSecOps-EastNets-Cairo-Egypt?o=207&l=sp&t=sj&a=python|search-v3|hpb,"Significant knowledge of security best practices for client-server product architectures, focusing predominantly on cloud-based server development | Significant knowledge of AWS systems, including EC2, IAM, CloudWatch, CloudTrail, Config, Lambda, Security Groups, VPCs, WAF, Guard Duty, Inspector, etc. | Experience with cloud-based security management/IDS/IPS/SIEM tools, such as Splunk, Dome9, AlienVault, AlertLogic, Fortinet, Threat Stack, etc. | Programming or scripting experience with a popular modern language utilized by above tools (Java, Python, Ruby, etc.). | Experience extracting pertinent security data from SIEM solutions and AWS audit, logs, and reports | Life-long learner - always looking to stay up to date with latest attack vectors, vulnerabilities, remediation and protection paradigms, etc. | Self-motivated, proactive, driven individual | Knowledge of one or more SSO methodologies (SAML, LDAP, MS AD) | Experience in performing security vulnerability assessments, good familiarity with regulations like PCI and SOX. | Strong interpersonal, oral, and written communication skills | Ability to work in a fast-paced, rapidly changing, Agile, competitive environment | Ability to work independently and in group environments | Bachelor’s degree or higher in Computer Science, Engineering, or other Engineering or Technical discipline or equivalent relevant experience. | 4+ years of experience with Security Best Practices, implementing enterprise-grade security solutions. | 3+ years of experience with AWS development and management (AWS Associate certification or higher preferred) | 2+ years of experience writing code or scripts in a modern programming or scripting language (Java, Python, Ruby, etc.). | One or more recognized security and cloud specific certifications, e.g., CCSP, SSCP, CISSP, CCSK"
PHP Technical Lead,LINK Development,"Maadi, Cairo, Egypt",2 months ago,['Full Time'],Manager,6+ Yrs of Exp,https://wuzzuf.net/jobs/p/B13L1xsmivpP-PHP-Technical-Lead-LINK-Development-Cairo-Egypt?o=208&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's degree in Computer Engineering, Computer Science, or equivalent discipline. | 6+ years of relevant work experience. | Laravel and Symphony experience is required | Experience in building sites using Drupal, or WordPress. | Deep knowledge and intense experience with SQL/NoSQL databases. | Strong understanding of PHP/JavaScript/HTML/CSS, OOP and Design patterners. | Practical experience with Linux/Windows operating systems. | Experience in one or more JavaScript frameworks. Like Angular, React, Vuejs. | Knowledge of Nodejs/Python. | Experience in webservers (Nginx and apache). | Hands-on experience in implementing Microservices. | Experience in implementing Docker containers for elastic scalability. | Experience in Kubernetes. | Experience in Elastic search and Kafka is a Plus. | Experiences with cloud solutions such as Azure or AWS. | Hands-on experience in CI/CD. | Excellent experience working in an agile team and applying agile practices."
